"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST.1065.x","AST.1147.x","AST.1412.x","AST.1560.x","AST.1567.x","AST.1617.x","AST.1722.x","AST.2000.x","AST.2007.x","AST.2302.x","AST.2360.x","AST.2398.x","AST.2404.x","AST.2412.x","AST.2512.x","AST.2523.x","AST.2563.x","AST.2729.x","AST.2755.x","GO.ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","AST.2755.y"
"1","evm.TU.chromosome_3.1277",94.1608311451382,-1.82448552567413,0.549076084029975,-3.32282825411593,0.000891097597117513,0.0257309381709888,157,81,148,28,20,214,65,44,223,128,189,124,239,197,35,127,87,22,10,"GO:0070374",0.0106980812279001,0.995598684486163,14,88,"positive regulation of ERK1 and ERK2 cascade","BP",10
"2","evm.TU.chromosome_12.1199",939.35997563551,1.36193257397187,0.373439959045397,3.64699208261831,0.000265328096372829,0.0112309933763666,1026,4953,732,48,1299,2329,3142,203,1888,1378,1505,4695,1278,1389,207,1593,1125,157,89,"GO:0032403",0.0136326673143941,0.993193760771107,20,146,NA,NA,89
"3","evm.TU.chromosome_7.729",3737.45544444062,1.03705138050707,0.325661944768385,3.18444140362986,0.00145033670632437,0.0367362088927464,5642,17970,2643,188,6014,8088,9662,950,6617,7948,5391,13451,5954,4929,1348,5931,5019,567,616,"GO:0000981",0.0179004687202011,0.992724273911804,12,74,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",616
"4","evm.TU.chromosome_14.7108",165.087862178872,-4.07285301387207,0.705992936349474,-5.76897133692562,7.97568671244925e-09,5.45453016534556e-06,200,52,288,51,21,777,38,31,458,1016,55,63,458,88,33,288,191,45,15,"GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,15
"5","evm.TU.chromosome_14.7108",165.087862178872,-4.07285301387207,0.705992936349474,-5.76897133692562,7.97568671244925e-09,5.45453016534556e-06,200,52,288,51,21,777,38,31,458,1016,55,63,458,88,33,288,191,45,15,"GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",15
"6","evm.TU.chromosome_14.7108",165.087862178872,-4.07285301387207,0.705992936349474,-5.76897133692562,7.97568671244925e-09,5.45453016534556e-06,200,52,288,51,21,777,38,31,458,1016,55,63,458,88,33,288,191,45,15,"GO:0022829",0.0482983459918834,0.996242805793748,2,5,"wide pore channel activity","MF",15
"7","evm.TU.chromosome_14.6778",929.735257484719,1.16812147680951,0.313364781283168,3.72767313552683,0.000193255794975705,0.00924467670486558,992,3936,1036,54,1147,2582,3288,285,1117,1421,1758,3621,1428,1089,349,1391,1261,163,80,"GO:0005764",0.00165761880706339,0.999147162140014,34,243,"lysosome","CC",80
"8","evm.TU.chromosome_13.1876",963.409849409638,-1.2664250280435,0.341389030502946,-3.70962425528952,0.000207567069116482,0.00959831493273867,3202,1878,914,155,379,1728,931,532,1998,1979,1102,1156,2484,1838,518,2286,1402,155,141,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",141
"9","evm.TU.chromosome_14.6570",143.89055953708,-1.89420614600502,0.521183912985195,-3.6344294188889,0.000278596510639547,0.0115657605726846,337,182,144,40,16,190,151,46,290,372,151,198,422,159,70,234,373,19,37,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",37
"10","evm.TU.chromosome_7.215",484.235248291551,1.80979968340202,0.583641274718601,3.10087679161246,0.00192948556639973,0.0444129355855848,822,3128,105,15,505,1487,1207,109,975,557,389,992,2215,1592,108,281,546,98,113,"GO:0005618",0.0418696537930537,0.991171760723625,4,16,"cell wall","CC",113
"11","evm.TU.chromosome_7.215",484.235248291551,1.80979968340202,0.583641274718601,3.10087679161246,0.00192948556639973,0.0444129355855848,822,3128,105,15,505,1487,1207,109,975,557,389,992,2215,1592,108,281,546,98,113,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",113
"12","evm.TU.chromosome_7.215",484.235248291551,1.80979968340202,0.583641274718601,3.10087679161246,0.00192948556639973,0.0444129355855848,822,3128,105,15,505,1487,1207,109,975,557,389,992,2215,1592,108,281,546,98,113,"GO:0090729",0.000767702340783581,0.999816806913138,11,41,"toxin activity","MF",113
"13","evm.TU.chromosome_7.215",484.235248291551,1.80979968340202,0.583641274718601,3.10087679161246,0.00192948556639973,0.0444129355855848,822,3128,105,15,505,1487,1207,109,975,557,389,992,2215,1592,108,281,546,98,113,"GO:0097264",0.00181530788262332,0.999809926915983,5,13,"self proteolysis","BP",113
"14","evm.TU.chromosome_7.215",484.235248291551,1.80979968340202,0.583641274718601,3.10087679161246,0.00192948556639973,0.0444129355855848,822,3128,105,15,505,1487,1207,109,975,557,389,992,2215,1592,108,281,546,98,113,"GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",113
"15","evm.TU.chromosome_10.830",536.94542935068,-1.18613152103403,0.380935024141197,-3.11373710965044,0.00184734009006042,0.0432241060586742,1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",147
"16","evm.TU.chromosome_10.830",536.94542935068,-1.18613152103403,0.380935024141197,-3.11373710965044,0.00184734009006042,0.0432241060586742,1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147,"GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,147
"17","evm.TU.chromosome_10.830",536.94542935068,-1.18613152103403,0.380935024141197,-3.11373710965044,0.00184734009006042,0.0432241060586742,1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147,"GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",147
"18","evm.TU.chromosome_10.830",536.94542935068,-1.18613152103403,0.380935024141197,-3.11373710965044,0.00184734009006042,0.0432241060586742,1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147,"GO:0004222",0.0369089192613595,0.978776891055555,22,188,"metalloendopeptidase activity","MF",147
"19","evm.TU.chromosome_10.830",536.94542935068,-1.18613152103403,0.380935024141197,-3.11373710965044,0.00184734009006042,0.0432241060586742,1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147,"GO:0004252",8.48506754698523e-06,0.999997021339802,30,161,"serine-type endopeptidase activity","MF",147
"20","evm.TU.chromosome_10.830",536.94542935068,-1.18613152103403,0.380935024141197,-3.11373710965044,0.00184734009006042,0.0432241060586742,1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147,"GO:0030574",0.0457353057967402,0.983911701991429,7,41,"collagen catabolic process","BP",147
"21","evm.TU.chromosome_10.830",536.94542935068,-1.18613152103403,0.380935024141197,-3.11373710965044,0.00184734009006042,0.0432241060586742,1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147,"GO:0006508",0.0361365158464351,0.979888785567559,20,168,"proteolysis","BP",147
